url	property_type	city	price	bedroom_number	online	living_area	plot_surface	kitchen	terrace_surface	furnished	garden_surface	swimming_pool	frontage_number	building_condition	fireplace_number
https://www.immoweb.be/en/classified/villa/for-sale/chaumont-gistoux/1325/9702475	villa	Chaumont-gistoux	1150000.0	3	False	315.0	13951.0	3	100.0	False	0.0	False	4	1	1
https://www.immoweb.be/en/classified/house/for-sale/lontzen/4710/9674243	house	Lontzen	295000.0	3	False	110.0	130.0	1	8.0	False	0.0	False	3	1	0
https://www.immoweb.be/en/classified/house/for-sale/mortsel/2640/9679889	house	Mortsel	549000.0	4	False	150.0	175.0	2	0.0	False	100.0	False	2	1	0
https://www.immoweb.be/en/classified/house/for-sale/wezembeek-oppem/1970/9679652	house	Wezembeek-oppem	535000.0	4	False	220.0	235.0	3	0.0	False	0.0	False	2	1	0
https://www.immoweb.be/en/classified/apartment-block/for-sale/lodelinsart/6042/9690124	apartment-block	Lodelinsart	185000.0	2	False	209.0	201.0	1	8.0	False	0.0	False	3	0	0
https://www.immoweb.be/en/classified/apartment-block/for-sale/molenbeek-saint-jean/1080/9702405	apartment-block	Molenbeek-saint-jean	389000.0	5	False	180.0	113.0	2	30.0	False	0.0	False	2	1	0
https://www.immoweb.be/en/classified/apartment-block/for-sale/limal/1300/9671173	apartment-block	Limal	245000.0	1	False	108.0	300.0	1	0.0	False	0.0	False	2	0	0
https://www.immoweb.be/en/classified/house/for-sale/blegny-saive/4671/9686633	house	Blegny-saive	260000.0	4	False	148.0	549.0	1	40.0	False	280.0	False	3	1	0
https://www.immoweb.be/en/classified/house/for-sale/marcinelle/6001/9671504	house	Marcinelle	160000.0	2	False	122.0	0.0	3	0.0	False	0.0	False	2	2	0
https://www.immoweb.be/en/classified/house/for-sale/heusy/4802/9707742	house	Heusy	249000.0	4	False	128.0	193.0	2	24.0	False	82.0	False	2	1	0
https://www.immoweb.be/en/classified/apartment-block/for-sale/forest/1190/9541034	apartment-block	Forest	505000.0	5	False	280.0	147.0	1	0.0	False	0.0	False	0	0	0
https://www.immoweb.be/en/classified/apartment-block/for-sale/saint-gilles/1060/9697273	apartment-block	Saint-gilles	560000.0	5	False	240.0	86.0	0	0.0	False	0.0	False	2	1	0
https://www.immoweb.be/en/classified/house/for-sale/ingelmunster/8770/9694225	house	Ingelmunster	394000.0	3	False	263.0	555.0	1	0.0	False	0.0	False	0	2	0
https://www.immoweb.be/en/classified/house/for-sale/lokeren/9160/9699147	house	Lokeren	399000.0	6	False	258.0	2397.0	0	0.0	False	2262.0	False	4	0	0
https://www.immoweb.be/en/classified/house/for-sale/seraing/4100/9674936	house	Seraing	340000.0	3	False	117.0	850.0	3	21.0	False	700.0	False	3	2	0
https://www.immoweb.be/en/classified/house/for-sale/oud-turnhout/2360/9693540	house	Oud-turnhout	289000.0	3	False	160.0	303.0	1	0.0	False	0.0	False	3	1	0
